NIVEL_ACCESO,GRADO_MERCADO,SUPERFICIE_HA,DEPARTAMEN,PROVINCIA,DISTRITO
ALTA,OPTIMA,0.62,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.60,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.52,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.15,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.80,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.67,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.33,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.72,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.30,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.02,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.77,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.38,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.98,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.68,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.60,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.59,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.29,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.18,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.41,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.48,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.65,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.18,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.15,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.52,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.80,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.44,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.74,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.58,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.62,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.49,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.46,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.67,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.35,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.46,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.65,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.48,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.33,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.64,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.79,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.83,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.26,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.54,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.77,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.51,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.58,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.76,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.76,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.28,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.70,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.50,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.13,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.13,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.55,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.75,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.97,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.32,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.55,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.80,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.36,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.67,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.42,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.47,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.95,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.65,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.02,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.56,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.29,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.94,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.15,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.53,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.46,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.58,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,5.01,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.40,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.35,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.47,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.76,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,3.01,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.60,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.17,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.28,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.83,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.15,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.30,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.86,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,10.40,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.42,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.70,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.30,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.46,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.36,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.45,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.38,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.48,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.13,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.48,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,3.65,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.63,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.27,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.71,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.41,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.29,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.87,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.86,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.59,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.03,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.69,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.83,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.87,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.77,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.68,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,5.77,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.22,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.58,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.22,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.66,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.15,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.62,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.18,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.23,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.32,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.43,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.35,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.74,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.62,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.22,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.32,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.25,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,6.72,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.63,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.17,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.11,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.55,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.49,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.69,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.25,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.01,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.27,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.11,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.28,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.79,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.75,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.37,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.85,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.35,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.82,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.47,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.84,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,3.53,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,3.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.21,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,4.43,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.28,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.23,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.36,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.72,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,7.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.94,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.40,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.82,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.43,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.91,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.36,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.44,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.56,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.83,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.31,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.60,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.87,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.48,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.03,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.43,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.28,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.79,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.30,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.09,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.18,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.47,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.60,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.63,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.84,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.31,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.37,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.33,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.59,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.45,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.77,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.12,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.86,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.13,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.08,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.56,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.35,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.21,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.19,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.87,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.17,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.68,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.03,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.25,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.32,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.42,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.27,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.41,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.90,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.49,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.42,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.53,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.85,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.36,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.74,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.63,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.24,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,4.01,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,4.22,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.17,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.07,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.34,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.86,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.18,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,2.14,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.53,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.96,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.39,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.13,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.10,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.73,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.06,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.50,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.80,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.56,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.59,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.20,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.90,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.41,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.90,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.17,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.62,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,1.05,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.79,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.79,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.52,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.45,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.16,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.72,HUANUCO,MARAÑON,HUACRACHUCO
ALTA,OPTIMA,0.04,HUANUCO,MARAÑON,HUACRACHUCO
