APTITUD_PI,NOM_DEP,NOM_PROV,NOM_DIST,SUPERFICIE_HA
AGRICOLA,CAJAMARCA,CELENDIN,JORGE CHAVEZ,221.6415383
AGRICOLA,JUNIN,HUANCAYO,SAN AGUSTIN,2143.536788
FORESTAL PRODUCTIVO,PASCO,PASCO,CHAUPIMARCA,179.7655514
PROTECCION,ANCASH,YUNGAY,YUNGAY,24800.24685
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,CHETILLA,3864.559262
PROTECCION,ANCASH,RECUAY,LLACLLIN,9591.219667
OTROS / SIN CLASIFICAR,JUNIN,SATIPO,SATIPO,407.2280812
PROTECCION,JUNIN,CONCEPCION,MATAHUASI,60.20714665
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,TANTARICA,2505.332061
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,10668.40895
AGRICOLA,SAN MARTIN,SAN MARTIN,HUIMBAYOC,2191.32931
PROTECCION,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,4630.769369
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,HUANUCO,1357.625415
AGRICOLA,ANCASH,YUNGAY,MANCOS,1655.795896
AGRICOLA,CAJAMARCA,SAN MARCOS,GREGORIO PITA,3776.273319
AGRICOLA,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,1696.528821
AGRICOLA,SAN MARTIN,TOCACHE,POLVORA,2490.489366
AGRICOLA,JUNIN,CONCEPCION,CONCEPCION,1788.211936
PROTECCION,JUNIN,CONCEPCION,ANDAMARCA,44981.42709
PROTECCION,JUNIN,CONCEPCION,CHAMBARA,2272.365346
PECUARIO,JUNIN,SATIPO,VIZCATÁN DEL ENE,130.9931995
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,YACUS,506.5169716
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,PIMPINGOS,8607.245534
AGRICOLA,SAN MARTIN,SAN MARTIN,JUAN GUERRA,603.390154
PECUARIO,JUNIN,JAUJA,JULCAN,597.4696039
PECUARIO,JUNIN,HUANCAYO,SAN AGUSTIN,384.315004
PECUARIO,HUANUCO,HUANUCO,YACUS,6113.182765
PROTECCION,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,4173.929608
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,SEXI,0.099810932
FORESTAL PRODUCTIVO,ANCASH,HUARI,PONTO,11810.04828
AGRICOLA,JUNIN,CHANCHAMAYO,PICHANAQUI,9341.293749
FORESTAL PRODUCTIVO,SAN MARTIN,HUALLAGA,PISCOYACU,17811.91176
AGRICOLA,ANCASH,CASMA,COMANDANTE NOEL,2557.852735
AGRICOLA,JUNIN,CONCEPCION,NUEVE DE JULIO,685.2504625
PROTECCION,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,683.8231323
OTROS / SIN CLASIFICAR,JUNIN,SATIPO,MAZAMARI,1094.399305
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,123.0030201
PECUARIO,CAJAMARCA,CHOTA,HUAMBOS,9455.30568
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,29553.20972
AGRICOLA,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,4513.310601
PECUARIO,CAJAMARCA,SANTA CRUZ,NINABAMBA,738.3311322
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,LLACANORA,532.7605842
FORESTAL PRODUCTIVO,HUANUCO,AMBO,AMBO,370.3761764
PROTECCION,PASCO,PASCO,PAUCARTAMBO,64803.1939
PROTECCION,SAN MARTIN,LAMAS,SHANAO,1.448020012
FORESTAL PRODUCTIVO,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,477.7565714
FORESTAL PRODUCTIVO,CAJAMARCA,SAN IGNACIO,NAMBALLE,15378.55098
AGRICOLA,ANCASH,OCROS,ACAS,1241.932745
PROTECCION,JUNIN,CHANCHAMAYO,PICHANAQUI,111242.0783
PECUARIO,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,764.9266704
PROTECCION,PASCO,PASCO,YANACANCHA,13123.22848
FORESTAL PRODUCTIVO,JUNIN,JUNIN,ONDORES,3.54209E-05
PECUARIO,CAJAMARCA,SAN IGNACIO,HUARANGO,24602.81656
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,OXAMARCA,4049.945409
PROTECCION,ANCASH,HUARI,SAN PEDRO DE CHANA,1862.845753
PROTECCION,ANCASH,HUARAZ,HUANCHAY,20885.96171
FORESTAL PRODUCTIVO,ANCASH,HUARI,HUACHIS,8707.665677
FORESTAL PRODUCTIVO,ANCASH,BOLOGNESI,PACLLON,8174.588255
PECUARIO,JUNIN,CONCEPCION,COCHAS,420.2926728
AGRICOLA,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,474.1733859
AGRICOLA,JUNIN,HUANCAYO,QUILCAS,1147.398617
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,NAMORA,8201.013643
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,ASUNCION,6128.378394
PECUARIO,JUNIN,JAUJA,MASMA CHICCHE,2225.287841
PECUARIO,CAJAMARCA,CAJAMARCA,CAJAMARCA,6118.109055
PECUARIO,CAJAMARCA,SAN MIGUEL,CALQUIS,10901.11954
FORESTAL PRODUCTIVO,HUANUCO,DOS DE MAYO,MARIAS,222.3880469
PROTECCION,HUANUCO,HUANUCO,MARGOS,2679.696164
PROTECCION,JUNIN,JUNIN,ONDORES,8368.72306
AGRICOLA,CAJAMARCA,CAJABAMBA,CAJABAMBA,6879.935436
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,24912.84217
FORESTAL PRODUCTIVO,ANCASH,ANTONIO RAYMONDI,ACZO,2483.789354
PROTECCION,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,18310.01427
OTROS / SIN CLASIFICAR,HUANUCO,PACHITEA,PANAO,437.0620578
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,CHOROS,13.69192233
AGRICOLA,CAJAMARCA,CHOTA,CONCHAN,388.6696406
AGRICOLA,HUANUCO,PACHITEA,MOLINO,557.3946654
AGRICOLA,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,268.2776058
PROTECCION,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,14670.79461
AGRICOLA,JUNIN,JAUJA,HUARIPAMPA,435.4529431
PROTECCION,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,36638.88395
FORESTAL PRODUCTIVO,SAN MARTIN,BELLAVISTA,ALTO BIAVO,218234.5363
PECUARIO,CAJAMARCA,CAJAMARCA,ENCAÑADA,25714.63828
PECUARIO,PASCO,PASCO,TICLACAYAN,1279.947055
PECUARIO,CAJAMARCA,CUTERVO,CUTERVO,9413.267017
AGRICOLA,HUANUCO,PACHITEA,CHAGLLA,8189.497938
PROTECCION,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,4188.746814
AGRICOLA,JUNIN,HUANCAYO,SAÑO,788.5932194
PROTECCION,ANCASH,SIHUAS,QUICHES,14827.46331
PECUARIO,JUNIN,CONCEPCION,COMAS,12400.4735
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,5145.399847
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,GUZMANGO,23.1573258
PECUARIO,JUNIN,CHUPACA,CHONGOS BAJO,6503.083215
PROTECCION,ANCASH,HUARAZ,PIRA,21740.1338
AGRICOLA,JUNIN,JAUJA,PACA,525.1049676
AGRICOLA,JUNIN,HUANCAYO,PARIAHUANCA,873.6837837
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,LEONOR ORDOÑEZ,39.94114159
PROTECCION,ANCASH,BOLOGNESI,CHIQUIAN,11409.86521
AGRICOLA,JUNIN,YAULI,PACCHA,981.0843554
PECUARIO,JUNIN,JAUJA,YAULI,3001.747578
PECUARIO,HUANUCO,HUANUCO,AMARILIS,2204.124588
PECUARIO,CAJAMARCA,SANTA CRUZ,UTICYACU,25.34990461
FORESTAL PRODUCTIVO,SAN MARTIN,RIOJA,POSIC,3933.725008
PECUARIO,HUANUCO,LAURICOCHA,BAÑOS,3.71301E-06
PECUARIO,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,179.5856823
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,SAN BENITO,8949.556284
AGRICOLA,JUNIN,HUANCAYO,INGENIO,1004.016428
PECUARIO,JUNIN,TARMA,SAN PEDRO DE CAJAS,24342.44472
AGRICOLA,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,1068.708179
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,AMARILIS,585.1679795
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,75.9710487
PROTECCION,HUANUCO,HUAMALIES,PUÑOS,8.20141E-06
AGRICOLA,CAJAMARCA,SAN MIGUEL,LA FLORIDA,146.2649069
FORESTAL PRODUCTIVO,HUANUCO,AMBO,COLPAS,17.71366023
PROTECCION,ANCASH,SANTA,CACERES DEL PERU,52789.87814
AGRICOLA,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,12072.09012
FORESTAL PRODUCTIVO,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,8441.011044
PROTECCION,SAN MARTIN,EL DORADO,SAN MARTIN,3589.044042
AGRICOLA,JUNIN,HUANCAYO,HUANCAN,1189.118126
PROTECCION,CAJAMARCA,CONTUMAZA,TANTARICA,11962.82279
OTROS / SIN CLASIFICAR,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,296.9503144
PECUARIO,CAJAMARCA,SAN MARCOS,GREGORIO PITA,4193.36625
AGRICOLA,JUNIN,JAUJA,PARCO,1356.920904
PECUARIO,CAJAMARCA,CAJABAMBA,CAJABAMBA,1199.273621
PROTECCION,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,947.123857
FORESTAL PRODUCTIVO,PASCO,PASCO,VICCO,14057.29162
FORESTAL PRODUCTIVO,ANCASH,CORONGO,CORONGO,645.6893756
AGRICOLA,SAN MARTIN,LAMAS,BARRANQUITA,1039.608316
PROTECCION,ANCASH,MARISCAL LUZURIAGA,MUSGA,1440.449244
FORESTAL PRODUCTIVO,ANCASH,HUARI,HUACCHIS,7626.774517
PECUARIO,CAJAMARCA,CHOTA,CHALAMARCA,4985.671884
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,CHALAMARCA,615.5911903
FORESTAL PRODUCTIVO,SAN MARTIN,BELLAVISTA,BAJO BIAVO,105886.5976
PECUARIO,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,125.8393071
PECUARIO,JUNIN,HUANCAYO,CARHUACALLANGA,811.7087353
PECUARIO,PASCO,OXAPAMPA,OXAPAMPA,6155.753588
AGRICOLA,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,5509.36299
PECUARIO,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,9.408243534
PECUARIO,CAJAMARCA,CELENDIN,SOROCHUCO,9891.030166
PROTECCION,HUANUCO,PUERTO INCA,PUERTO INCA,46934.01979
PROTECCION,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,245.8001734
FORESTAL PRODUCTIVO,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,256.1847563
PECUARIO,CAJAMARCA,CELENDIN,CHUMUCH,1487.970292
PROTECCION,SAN MARTIN,RIOJA,PARDO MIGUEL,89465.34737
FORESTAL PRODUCTIVO,ANCASH,BOLOGNESI,CAJACAY,4377.295338
PECUARIO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,12885.1113
PROTECCION,JUNIN,TARMA,TAPO,12680.20855
PROTECCION,CAJAMARCA,CONTUMAZA,CHILETE,7334.818362
AGRICOLA,SAN MARTIN,LAMAS,SHANAO,27.29528273
OTROS / SIN CLASIFICAR,HUANUCO,PUERTO INCA,PUERTO INCA,3638.814829
PROTECCION,ANCASH,RECUAY,RECUAY,6600.029701
OTROS / SIN CLASIFICAR,CAJAMARCA,CONTUMAZA,YONAN,1324.135657
PROTECCION,ANCASH,SANTA,SANTA,1957.596156
AGRICOLA,CAJAMARCA,CUTERVO,LA RAMADA,24.95116798
PROTECCION,ANCASH,SANTA,MORO,34156.11847
AGRICOLA,JUNIN,JAUJA,SAN LORENZO,1602.107106
AGRICOLA,JUNIN,CHUPACA,CHUPACA,1878.365998
AGRICOLA,SAN MARTIN,BELLAVISTA,SAN PABLO,281.2865761
PECUARIO,JUNIN,HUANCAYO,HUASICANCHA,5198.222882
AGRICOLA,SAN MARTIN,SAN MARTIN,PAPAPLAYA,1955.472407
PECUARIO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,19711.23546
FORESTAL PRODUCTIVO,MADRE DE DIOS,TAMBOPATA,LABERINTO,108571.6112
PROTECCION,SAN MARTIN,HUALLAGA,PISCOYACU,65.09895837
AGRICOLA,CAJAMARCA,SAN MIGUEL,BOLIVAR,506.2833133
FORESTAL PRODUCTIVO,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,1.32629E-08
FORESTAL PRODUCTIVO,SAN MARTIN,BELLAVISTA,HUALLAGA,23527.05432
PECUARIO,CAJAMARCA,CUTERVO,PIMPINGOS,5725.829759
PROTECCION,ANCASH,CORONGO,CUSCA,42505.38493
AGRICOLA,CAJAMARCA,SANTA CRUZ,ANDABAMBA,3.520573235
PECUARIO,HUANUCO,AMBO,COLPAS,61.35855284
AGRICOLA,JUNIN,JAUJA,SAUSA,354.0625869
PECUARIO,JUNIN,YAULI,YAULI,8873.313928
PROTECCION,JUNIN,SATIPO,LLAYLLA,25495.78967
PECUARIO,CAJAMARCA,SAN MIGUEL,LA FLORIDA,5287.83667
AGRICOLA,CAJAMARCA,CUTERVO,CUJILLO,182.8749004
PROTECCION,CAJAMARCA,CAJABAMBA,CONDEBAMBA,2310.301128
PROTECCION,HUANUCO,LEONCIO PRADO,LUYANDO,214.8928272
OTROS / SIN CLASIFICAR,HUANUCO,MARAÑON,HUACRACHUCO,188.5227501
PROTECCION,ANCASH,AIJA,CORIS,22330.65441
PECUARIO,PASCO,OXAPAMPA,CHONTABAMBA,34.93655932
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,2744.70413
AGRICOLA,SAN MARTIN,RIOJA,PARDO MIGUEL,238.8698953
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,562.2748424
AGRICOLA,ANCASH,CARHUAZ,ATAQUERO,891.5875412
FORESTAL PRODUCTIVO,HUANUCO,PACHITEA,MOLINO,1690.691373
PROTECCION,CAJAMARCA,SAN MIGUEL,CALQUIS,17082.84174
PROTECCION,SAN MARTIN,LAMAS,CAYNARACHI,47770.60788
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,HUABAL,1489.774616
OTROS / SIN CLASIFICAR,JUNIN,CHANCHAMAYO,SAN RAMON,181.0985449
AGRICOLA,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,6766.160258
PROTECCION,CAJAMARCA,CAJABAMBA,SITACOCHA,31877.65425
PROTECCION,ANCASH,SIHUAS,ALFONSO UGARTE,8911.006302
PROTECCION,ANCASH,BOLOGNESI,PACLLON,12888.31423
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,PUCARA,8972.382131
PROTECCION,PASCO,OXAPAMPA,OXAPAMPA,30075.8379
PROTECCION,CAJAMARCA,CELENDIN,CORTEGANA,18428.79552
FORESTAL PRODUCTIVO,SAN MARTIN,RIOJA,YORONGOS,6753.385578
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,SANTA CRUZ,11239.2343
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,QUISQUI (KICHKI),5.692184809
PROTECCION,ANCASH,ANTONIO RAYMONDI,CHACCHO,4730.906566
PROTECCION,HUANUCO,DOS DE MAYO,RIPAN,5.77565E-06
FORESTAL PRODUCTIVO,ANCASH,PALLASCA,HUACASCHUQUE,991.7935952
PROTECCION,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,1032.772695
AGRICOLA,CAJAMARCA,CAJABAMBA,CACHACHI,11840.55712
PROTECCION,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,297.4957253
AGRICOLA,ANCASH,HUARAZ,LA LIBERTAD,1511.294097
PROTECCION,SAN MARTIN,SAN MARTIN,JUAN GUERRA,95.18268651
PECUARIO,CAJAMARCA,CHOTA,QUEROCOTO,3774.068519
AGRICOLA,ANCASH,AIJA,SUCCHA,555.0707276
PROTECCION,HUANUCO,HUAMALIES,LLATA,5.05987E-05
PROTECCION,CAJAMARCA,CONTUMAZA,GUZMANGO,4593.229537
AGRICOLA,ANCASH,SANTA,CACERES DEL PERU,26.8881838
PROTECCION,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,6965.927503
AGRICOLA,JUNIN,CHANCHAMAYO,SAN RAMON,2789.338232
FORESTAL PRODUCTIVO,ANCASH,RECUAY,TICAPAMPA,2127.467725
AGRICOLA,JUNIN,JAUJA,ATAURA,486.0596373
PECUARIO,JUNIN,JAUJA,LEONOR ORDOÑEZ,984.7544592
PECUARIO,HUANUCO,HUANUCO,CHURUBAMBA,22549.81283
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,13.0640944
PROTECCION,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,3632.178563
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MARCOS,ICHOCAN,17.52892956
FORESTAL PRODUCTIVO,ANCASH,PALLASCA,LLAPO,699.0518139
PROTECCION,SAN MARTIN,BELLAVISTA,SAN PABLO,64.94297772
FORESTAL PRODUCTIVO,ANCASH,HUARI,SAN MARCOS,8464.818127
PROTECCION,JUNIN,YAULI,YAULI,32015.56809
PROTECCION,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,5460.282526
AGRICOLA,JUNIN,SATIPO,RIO NEGRO,7527.380903
PECUARIO,JUNIN,CONCEPCION,ANDAMARCA,3993.648955
PROTECCION,SAN MARTIN,MARISCAL CACERES,HUICUNGO,797156.3859
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,MAGDALENA,213.7742287
PROTECCION,SAN MARTIN,PICOTA,SAN HILARION,34.03487704
AGRICOLA,JUNIN,TARMA,ACOBAMBA,1058.051782
PECUARIO,JUNIN,HUANCAYO,SAÑO,162.5291427
AGRICOLA,CAJAMARCA,JAEN,CHONTALI,65.03764502
FORESTAL PRODUCTIVO,ANCASH,OCROS,LLIPA,100.0651642
AGRICOLA,JUNIN,CONCEPCION,SAN JOSE DE QUERO,1675.82176
FORESTAL PRODUCTIVO,ANCASH,ANTONIO RAYMONDI,CHINGAS,3376.502522
PROTECCION,JUNIN,SATIPO,PAMPA HERMOSA,91119.09625
PECUARIO,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,2167.492097
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,SAN FELIPE,10953.23302
PROTECCION,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,14443.14368
PECUARIO,ANCASH,BOLOGNESI,HUALLANCA,2095.914645
PROTECCION,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,11039.62573
AGRICOLA,SAN MARTIN,PICOTA,TRES UNIDOS,33.54189444
AGRICOLA,CAJAMARCA,JAEN,HUABAL,6982.913735
FORESTAL PRODUCTIVO,ANCASH,ANTONIO RAYMONDI,MIRGAS,8233.656725
AGRICOLA,CAJAMARCA,CHOTA,CHIMBAN,17.19797069
OTROS / SIN CLASIFICAR,JUNIN,JUNIN,ONDORES,13.33400668
AGRICOLA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,292018.188
FORESTAL PRODUCTIVO,SAN MARTIN,RIOJA,YURACYACU,5996.01891
PROTECCION,CAJAMARCA,CELENDIN,JORGE CHAVEZ,2988.666339
FORESTAL PRODUCTIVO,ANCASH,CARHUAZ,MARCARA,2153.76498
FORESTAL PRODUCTIVO,ANCASH,HUARI,HUARI,9671.619999
PROTECCION,ANCASH,HUAYLAS,MATO,10074.47713
AGRICOLA,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,5567.003686
AGRICOLA,JUNIN,TARMA,PALCAMAYO,429.2055989
AGRICOLA,SAN MARTIN,SAN MARTIN,TARAPOTO,1607.737577
AGRICOLA,JUNIN,HUANCAYO,CHUPURO,323.6286791
PECUARIO,HUANUCO,AMBO,SAN RAFAEL,4.804836387
OTROS / SIN CLASIFICAR,JUNIN,CHUPACA,CHONGOS BAJO,48.79928713
PROTECCION,CAJAMARCA,CUTERVO,SOCOTA,4081.929068
AGRICOLA,HUANUCO,HUANUCO,QUISQUI (KICHKI),1909.886213
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,SICAYA,171.3867557
PROTECCION,JUNIN,JAUJA,PANCAN,221.2216961
PECUARIO,ANCASH,SANTA,SAMANCO,5622.38704
PECUARIO,JUNIN,TARMA,HUARICOLCA,10791.2107
PECUARIO,CAJAMARCA,CHOTA,LLAMA,1702.956789
PECUARIO,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,13998.69626
PECUARIO,JUNIN,JAUJA,SINCOS,17796.17063
PECUARIO,ANCASH,BOLOGNESI,CAJACAY,296.530442
AGRICOLA,JUNIN,CHUPACA,CHONGOS BAJO,1115.462278
FORESTAL PRODUCTIVO,PASCO,DANIEL ALCIDES CARRION,TAPUC,3568.16503
PECUARIO,JUNIN,CHANCHAMAYO,SAN RAMON,765.1101927
PECUARIO,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,12396.02094
AGRICOLA,SAN MARTIN,BELLAVISTA,SAN RAFAEL,1679.847885
AGRICOLA,ANCASH,RECUAY,MARCA,6271.423426
AGRICOLA,JUNIN,CONCEPCION,ANDAMARCA,1615.617279
PECUARIO,JUNIN,HUANCAYO,CHONGOS ALTO,51874.55437
PECUARIO,PASCO,PASCO,HUAYLLAY,38845.15725
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,QUEROCOTO,8913.313866
FORESTAL PRODUCTIVO,HUANUCO,HUAMALIES,PUÑOS,5.4438E-06
PECUARIO,CAJAMARCA,CHOTA,CONCHAN,3136.576428
AGRICOLA,JUNIN,JAUJA,MONOBAMBA,3444.75752
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,SHAPAJA,17391.45955
PROTECCION,CAJAMARCA,CAJAMARCA,CAJAMARCA,2605.169489
FORESTAL PRODUCTIVO,SAN MARTIN,BELLAVISTA,BELLAVISTA,23843.92858
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MARCOS,GREGORIO PITA,8548.612099
FORESTAL PRODUCTIVO,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,134648.3938
PECUARIO,JUNIN,JAUJA,MASMA,216.9244069
OTROS / SIN CLASIFICAR,HUANUCO,PUERTO INCA,YUYAPICHIS,2651.602284
AGRICOLA,CAJAMARCA,SANTA CRUZ,NINABAMBA,13.17554385
AGRICOLA,SAN MARTIN,EL DORADO,SHATOJA,72.25404253
AGRICOLA,JUNIN,CHUPACA,SAN JUAN DE JARPA,551.6871022
PROTECCION,JUNIN,JAUJA,YAUYOS,62.88159338
AGRICOLA,CAJAMARCA,JAEN,SALLIQUE,817.7247496
AGRICOLA,CAJAMARCA,CAJAMARCA,MATARA,3421.549885
AGRICOLA,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,0.447927632
AGRICOLA,JUNIN,HUANCAYO,CULLHUAS,1649.991018
PECUARIO,JUNIN,HUANCAYO,INGENIO,2904.765444
PROTECCION,SAN MARTIN,HUALLAGA,SACANCHE,18.67441086
FORESTAL PRODUCTIVO,PASCO,OXAPAMPA,VILLA RICA,24008.60584
PECUARIO,PASCO,OXAPAMPA,PALCAZU,50196.94922
PROTECCION,ANCASH,SIHUAS,ACOBAMBA,15032.83439
AGRICOLA,SAN MARTIN,HUALLAGA,SACANCHE,173.504455
FORESTAL PRODUCTIVO,SAN MARTIN,MOYOBAMBA,CALZADA,11408.03163
AGRICOLA,JUNIN,JAUJA,JAUJA,761.7089344
PROTECCION,JUNIN,CHUPACA,CHONGOS BAJO,1969.773639
FORESTAL PRODUCTIVO,HUANUCO,PUERTO INCA,TOURNAVISTA,52254.52032
PROTECCION,CAJAMARCA,HUALGAYOC,BAMBAMARCA,380.4790435
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,2767.313705
AGRICOLA,SAN MARTIN,EL DORADO,SANTA ROSA,70.928694
AGRICOLA,CAJAMARCA,SAN MARCOS,CHANCAY,2245.411389
OTROS / SIN CLASIFICAR,JUNIN,CONCEPCION,CONCEPCION,36.22986882
PROTECCION,JUNIN,SATIPO,COVIRIALI,8440.98566
AGRICOLA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,251465.4816
PROTECCION,ANCASH,ASUNCION,ACOCHACA,1814.086662
PECUARIO,JUNIN,HUANCAYO,CHACAPAMPA,12441.40874
AGRICOLA,SAN MARTIN,TOCACHE,NUEVO PROGRESO,1793.276986
PECUARIO,JUNIN,CONCEPCION,HEROINAS TOLEDO,2048.580275
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,MUQUI,15.64876223
AGRICOLA,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,872.2624853
OTROS / SIN CLASIFICAR,HUANUCO,PUERTO INCA,CODO DEL POZUZO,3566.879891
PROTECCION,SAN MARTIN,PICOTA,CASPISAPA,432.5527362
AGRICOLA,CAJAMARCA,CHOTA,CHOROPAMPA,344.3518586
AGRICOLA,CAJAMARCA,CAJAMARCA,LLACANORA,2815.73675
PROTECCION,JUNIN,CONCEPCION,COMAS,81110.94413
AGRICOLA,ANCASH,SIHUAS,RAGASH,2743.430939
PROTECCION,ANCASH,CASMA,CASMA,112035.4687
PROTECCION,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,65590.13189
FORESTAL PRODUCTIVO,HUANUCO,PUERTO INCA,YUYAPICHIS,102953.9802
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,ANDABAMBA,849.6392856
PROTECCION,ANCASH,HUARAZ,HUARAZ,31241.12562
PROTECCION,HUANUCO,PACHITEA,CHAGLLA,31386.7503
FORESTAL PRODUCTIVO,PASCO,PASCO,PALLANCHACRA,5530.818782
FORESTAL PRODUCTIVO,ANCASH,MARISCAL LUZURIAGA,LLAMA,2906.313207
PECUARIO,CAJAMARCA,CAJABAMBA,SITACOCHA,19279.3203
AGRICOLA,JUNIN,JAUJA,MUQUIYAUYO,730.1639323
PROTECCION,ANCASH,MARISCAL LUZURIAGA,CASCA,3400.473927
PROTECCION,ANCASH,HUARAZ,JANGAS,3006.497862
AGRICOLA,SAN MARTIN,PICOTA,CASPISAPA,386.7537957
PECUARIO,ANCASH,PALLASCA,CABANA,797.3544832
PROTECCION,JUNIN,HUANCAYO,SAPALLANGA,5887.446209
PROTECCION,CAJAMARCA,CONTUMAZA,YONAN,22576.20215
PECUARIO,CAJAMARCA,SAN PABLO,TUMBADEN,6517.156789
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,SALLIQUE,10634.37141
AGRICOLA,JUNIN,JUNIN,ONDORES,52.40857807
